state,entity
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Starbucks"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Starbucks"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"CT","Dunkin Donuts"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Dunkin Donuts"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Dunkin Donuts"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Dunkin Donuts"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Dunkin Donuts"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Dunkin Donuts"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Dunkin Donuts"
"DC","Dunkin Donuts"
"DC","Starbucks"
"DC","Dunkin Donuts"
"DC","Dunkin Donuts"
"DC","Starbucks"
"DC","Starbucks"
"DC","Dunkin Donuts"
"DC","Dunkin Donuts"
"DC","Starbucks"
"DC","Starbucks"
"DC","Dunkin Donuts"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Dunkin Donuts"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Dunkin Donuts"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Starbucks"
"DC","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Starbucks"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"DE","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Starbucks"
"FL","Dunkin Donuts"
"FL","Dunkin Donuts"
"FL","Starbucks"
"FL","Dunkin Donuts"
